count,hate_count,offensive_count,neither,label,tweet
3,0,3,0,Offensive Language,all people ever do on twitter is bitch get a mother fuckin diary
3,0,3,0,Offensive Language,i could write a book on the things hoes sayno way jose
3,0,0,3,Neutral,too bad the optimism i have for the royals you dont have for the twins take those roseie colored glasses off
3,1,2,0,Offensive Language,im driving myself insanefag
3,0,3,0,Offensive Language,females get irritated fast  fuck them hoes
3,0,3,0,Offensive Language,bitch i called yu back the lies
3,0,2,1,Offensive Language,well be togetheryu gt a job hoe
3,0,3,0,Offensive Language,he too rich to let that bitch get him mad like that niggas dont think at all
3,0,3,0,Offensive Language,grown mature pretty ampetc all that goes out the window when a bitch play with me
6,0,5,1,Offensive Language,is it me or does kim kardashian aint looking as good no morestill look better then these so called bad bitches
3,0,3,0,Offensive Language,a girl whos a hoe on twitter
3,0,3,0,Offensive Language,how do you have a beautiful female and still find a way to fuck w ratchet hoes i dont get it
6,0,5,1,Offensive Language,would love the parkside sport girls dressed like kobe all day everyday let me see  of them hoes
6,0,6,0,Offensive Language,this guy said hes slept with  girls oh ok let me puke nowi know a girl that had  dudes slutwhore not hoe
3,0,3,0,Offensive Language,every bitch tell me i act like a nigga whatever the fuck that means
3,0,3,0,Offensive Language,lol the bitch not respondinglol its cool imma get one i jus trusted that more
3,1,2,0,Offensive Language,im not close to being your dude master chan thats right bitch bow down to your master
3,0,3,0,Offensive Language,i got hella hoes
3,0,3,0,Offensive Language,a nigga who gets alot of bitches is not gonna value you like someone else would youre just another one lol cut that out
3,0,3,0,Offensive Language,luhv u tiooa drunk bitch lol
3,0,3,0,Offensive Language,if youre going to talk shit about my sister dont play no pussy shit say it to her face yo justsaying slapabitch
3,2,1,0,Hate Speech,that one friend who you greet with an insult   niggers
3,1,2,0,Offensive Language,"go text your other hoes

me"
6,0,6,0,Offensive Language,on a scale of  this bitch is literally a
3,0,3,0,Offensive Language,this dude a fucking legend bruh fuck her right in the pussy lmao  true legendfuck her right in the pussy
3,0,3,0,Offensive Language,just seen  pregnant bitches fight did the look like sumo wrestlers
3,0,3,0,Offensive Language,"its my birthday yesssss

obviously nobody cares bitch"
3,0,3,0,Offensive Language,"donny a hoe

since when"
6,0,6,0,Offensive Language,im trynna find a bitch with a fat ass
9,0,9,0,Offensive Language,lool i agree rt the most fucked up show i ever watched was misfits wen simone wifed that hoe was the saddest
3,0,3,0,Offensive Language,just saw ashton hardly anyone cared waiting for harry  wtf bitch id be all up in ashtons grill you feel
3,0,2,1,Offensive Language,when hoes feel like their photo didnt get enough favorites
3,0,3,0,Offensive Language,i see so many mad hoes on the tl tht shit should be illegaltbh
3,1,2,0,Offensive Language,shorty name is  masika and yall surprised she a hoe
3,0,3,0,Offensive Language,wifey means the pussy good right now but you gotta go in  monthsbasically
3,0,2,1,Offensive Language,bro my birds stay having sex  its on a daily nowhe said look ma no hands
6,0,1,5,Neutral,tag a friend that sucks at flappy bird
3,0,0,3,Neutral,if you used the obamacare website you should definitely change your password  hahahahahah thats sad boon
6,0,6,0,Offensive Language,who clothes in the dryer im tryna dry my clothesthrow them hoes out
3,0,3,0,Offensive Language,lmao nvm thats right bitch go drink some warm milk and go to bed
6,0,6,0,Offensive Language,bitch said i lie too much bitch you aint worth telling the truth too
3,0,3,0,Offensive Language,ready for another tat doeeee  by me right hoe
3,0,3,0,Offensive Language,group chat bitches we call yall undercover feds  watching everybody
3,0,3,0,Offensive Language,smh they gotta grow up  at least you know these bitches want to be you  i swear
3,0,3,0,Offensive Language,when your ex hits you with that i miss you bullshit lol bitch die
3,0,3,0,Offensive Language,that hoe gone jam watch if you aint throwing ass bitch fuck out the party
3,0,3,0,Offensive Language,yo mama was confused when she had u lol  these hoes aint got no manners
3,0,3,0,Offensive Language,same hoes is still at it i shouldve known
3,0,3,0,Offensive Language,fuck i look like ho i look like yes and ya look like no
3,0,1,2,Neutral,we raided nickis wig closet for the summer bad gals just wanna have fun  this bitch has the a nerve smh
3,0,3,0,Offensive Language,dont fall in love with a bitch bestadvice
3,1,2,0,Offensive Language,yall niggas think i just hang around your crib doing nothing bitch i be getting bread too
6,0,6,0,Offensive Language,the kimberley story is by far the scariest story ive ever heard  pussy
3,3,0,0,Hate Speech,if fleek in yo vocabulary you a faggot
3,0,3,0,Offensive Language,fake bitches i dont want your hugs
3,0,3,0,Offensive Language,shine on them hoes  look at my baby daddy
3,1,2,0,Offensive Language,i really hate poly bitches you and me both man
3,0,3,0,Offensive Language,i got  felony i got bitches
3,0,3,0,Offensive Language,i am not a bitch i am the bitch so that is ms bitch to you
3,1,2,0,Offensive Language,of the female population needs to stop being such a bitch
3,1,2,0,Offensive Language,ya niggas play to fuck my niggas play for keepsthese bitches cant fuck wit me
3,0,2,1,Offensive Language,this was hung in the boys bathroom  st dominic   silly bitches
3,0,3,0,Offensive Language,if you dont have your read receipts on you a bitch the bitchyest bitch ever
3,0,3,0,Offensive Language,dat bird bitchheavy birdcage bitch byyyyyyrrrrrrrrrrrrr bitch
3,0,3,0,Offensive Language,aye and when the hoes start coming dont forget who put you on  i wont
3,0,3,0,Offensive Language,you wont have to herd for hoes no more lol lmao i hope not this shit schressful
3,0,3,0,Offensive Language,is hoe by association a real thing yes
3,0,3,0,Offensive Language,yall be like  i want a love like rashad amp new new shit yall already got one lying about who you are ass hoes lmao
3,0,3,0,Offensive Language,i cant talk right now i got pussy on my tongue
3,0,3,0,Offensive Language,we single cuz only hoes are left all the good ones taken lmaoltany female on the tl thats singleyou a snobop
3,0,0,3,Neutral,im only back cause i dont wanna see the boys lose to trash votesos
3,0,2,1,Offensive Language,in a relationship with the idea of you  girls with trash love lives
3,0,3,0,Offensive Language,my ananconda dont want none unless u clean those shitty buns hun
3,1,2,0,Offensive Language,shitty pussy
3,1,2,0,Offensive Language,ur pussy smell like dumpster juice  wow
3,0,3,0,Offensive Language,you mean the niggaz i shot ill give you k if u let any nigga smell your pussy and it dont smell like shit
4,1,3,0,Offensive Language,k michelle pussy smell like shit
3,2,1,0,Hate Speech,faggot respect
3,0,0,3,Neutral,the fruit of the modern yankees farm system  joba the nut
3,0,3,0,Offensive Language,fat chance youll ever catch me drinking a beer same bitches
3,0,3,0,Offensive Language,im outside your house comeout this bitch
3,0,3,0,Offensive Language,lmfaooooo u bitch im using that shit from now on
3,0,3,0,Offensive Language,wtf bitchdasss why i aint come to practice
3,0,3,0,Offensive Language,never worried about the next bitch always worryin about the next meal im tryna fuckin eat fuck what you talkin bout
3,0,3,0,Offensive Language,damn i always be tweeting you halfassed tweets  i meant to say hoes still dont make sense
3,1,2,0,Offensive Language,amp wealthy rt  my aunt said im handsome fuck you hoesbroke
3,0,3,0,Offensive Language,i tend to have more sense that bitches older than me thats sad
3,0,2,1,Offensive Language,do this hoe wanna fight  right
3,0,3,0,Offensive Language,"what hoes do i have tbh on the highest of keys

same"
3,0,3,0,Offensive Language,why why why why why  you aint kissing any bitch anytime soon
3,0,3,0,Offensive Language,for the light weights pussies
3,0,3,0,Offensive Language,if you got netflix watch fresh that hoe live from now on my name is chuck e im not chuckie no more
3,0,0,3,Neutral,essence fest anyone ill be there on the main stage  stepping with uncle charlie
3,2,1,0,Hate Speech,o u unfollowed me so i cant dm u so ill say it here youre a rude cunt lmao you can dm me
3,1,2,0,Offensive Language,i talk to any girl who paid over  for her sew in show me u atleast got some type of boss bitch in you lol wth
3,0,3,0,Offensive Language,cute text ey bitch come over for some pizza
3,0,3,0,Offensive Language,no one wants to see curvy women  karl lagerfeld he retarded
3,0,3,0,Offensive Language,colts nationput yall money upbitch chuassup we was just down
3,0,3,0,Offensive Language,this is me so badly hahahah omg yall some pussies
3,0,3,0,Offensive Language,lol rt  if yo bitch dont read books or eat fruits she a hoe
3,0,0,3,Neutral,charlie strong will have texas back as a power better power of big  is anybodys now
3,0,2,1,Offensive Language,trap keep me fly thats why i love him   ayyyyy you got that hoe at forever  huh
3,0,3,0,Offensive Language,all these bitches getting mommy money niggas too
3,1,2,0,Offensive Language,that  god by drake is so trash dawg thank you ass water
3,0,3,0,Offensive Language,if you already out of school fuck you i hate you and i hope you trip on the stage at graduation hoe
3,2,1,0,Hate Speech,i want affection  but i also want to be left alone  do you see the issue herefag
3,0,3,0,Offensive Language,show a lotta love to my sisters tho but these bitches so predictable im in trouble
3,1,2,0,Offensive Language,niggas swear they love a honest bitch tho   he salty bm
3,0,3,0,Offensive Language,nah lemme chill i love the bitches like trick love the kids amp you know this
3,0,3,0,Offensive Language,nasty pay the bills bitch
3,0,3,0,Offensive Language,he told the bitch stop texting my phone my shawty crazy glad he know
3,0,3,0,Offensive Language,did that bitch from frozen ever let it go
3,0,3,0,Offensive Language,so that history test made me its bitch  haha
3,0,3,0,Offensive Language,i just punched  in the nose on accident because she just shocked the crap out of me  bitch that hurt
3,0,0,3,Neutral,car hopping is a different world these ghetto guys tried asking for my number lol did they have to be ghetto tho
3,0,3,0,Offensive Language,if you do tax fraud you bet not dare tweet about voting bitchall of them tweeting they dont do politics
3,1,2,0,Offensive Language,them jew lawyers and doctors say nigga ran lolnope they say shit like queer though
3,3,0,0,Hate Speech,why yall think its ok to be faggots and want us to be cool with them
3,0,3,0,Offensive Language,dudes out here will try and fuck ya bitch behind ya back and tell you she aint good for ya its happend
3,0,0,3,Neutral,"on the east coast theres colored hair everywhere 

this must be the sweetest wave ever"
3,0,0,3,Neutral,b oreo a stuntcome thru
3,0,3,0,Offensive Language,not one single bone in my body gives a fuck about what the next bitch thinks
3,0,3,0,Offensive Language,i think if my girlfriend were to get locked up shed be the first one rapedpussyreally bitchreally swerve
3,0,3,0,Offensive Language,dumb ass bitches  me next time
3,0,3,0,Offensive Language,how do people even get crushes on me im like a total bitch
3,0,3,0,Offensive Language,look at my benz bitch ive been the shit
3,0,3,0,Offensive Language,cool story bitch now pass the blunt  bitch
3,0,3,0,Offensive Language,this girl stress me out  ion even have no hoes  shit i be saying lol
3,0,0,3,Neutral,i feel sorry for anyone who paid for lic because edc is trash music
3,1,2,0,Offensive Language,queen latifah the only dyke id contemplate fucking rnswait
3,0,3,0,Offensive Language,lol love you  little bitch
3,0,3,0,Offensive Language,when u want a cig but ur lovey gf wont go get them potato   guilt trip city lil bitch
3,0,1,2,Neutral,traded in my nikes for a new mic i guess its safe to say he sold soles for his new life  bada
3,0,0,3,Neutral,there is a time amp a place  decaf coffee never amp in the trash  mommymonday humor via  amp
3,0,0,3,Neutral,best asian massage on the brooklyn park slope top rated spa
3,0,0,3,Neutral,best asian massage on the brooklyn park slope top rated spa
3,0,0,3,Neutral,best asian massage on the brooklyn park slope top rated spa
3,0,0,3,Neutral,best asian massage on the brooklyn park slope top rated spa
3,0,0,3,Neutral,best asian massage on the brooklyn park slope top rated spa
3,0,1,2,Neutral,best asian massage on the park slope top rated spa
3,0,0,3,Neutral,best asian massage on the park slope top rated spa
3,0,0,3,Neutral,best asian massage on the park slope top rated spa
3,0,0,3,Neutral,best asian massage on the park slope top rated spa
3,0,0,3,Neutral,best asian massage on the park slope top rated spa
3,0,0,3,Neutral,best asian massage on the park slope top rated spa
3,0,0,3,Neutral,best asian massage on the park slope top rated spa
3,0,0,3,Neutral,best asian massage on the park slope top rated spa
3,0,0,3,Neutral,best asian massage on the park slope top rated spa
3,0,0,3,Neutral,best asian massage on the park slope top rated spa
3,0,0,3,Neutral,best asian massage on the park slope top rated spa
3,0,0,3,Neutral,best asian massage on the park slope top rated spa
3,0,0,3,Neutral,best asian massage on the park slope top rated spa
3,0,0,3,Neutral,best asian massage on the park slope top rated spa
3,0,0,3,Neutral,grand opening   top class  oriental massage  perfect
3,0,0,3,Neutral,grand opening   top class  oriental massage  perfect
3,0,0,3,Neutral,grand opening   top class  oriental massage  perfect
3,0,0,3,Neutral,grand opening   top class  oriental massage  perfect
3,0,0,3,Neutral,grand opening   top class  oriental massage  perfect
3,0,0,3,Neutral,grand opening   top class  oriental massage  perfect
3,0,0,3,Neutral,grand opening   top class  oriental massage  perfect
3,0,0,3,Neutral,grand opening   top class  oriental massage  perfect
3,0,3,0,Offensive Language,why lie youre my nigguh
3,0,3,0,Offensive Language,out bitch im winning
3,0,3,0,Offensive Language,amp i most defiantly will not let no bitch who fw a nigga i already had get the best out of me  fuccin wit my handmedowns amp shit
3,0,3,0,Offensive Language,"amp i keep that bitch on me  its part of my fashion 
so nigga see me when you see me  catch me in traffic"
6,1,5,0,Offensive Language,amp these bitches bound to get hurt cause a lot of these niggas be playing
3,0,3,0,Offensive Language,amp fuck your bitch
6,0,5,1,Offensive Language,amp ion have a bitch so yeah whats understood dont need to be explained
3,0,3,0,Offensive Language,amp my sister is really going to fucken deny it but yet sprays the room with febreeze  like really bitch why are you going to deny it
3,0,2,1,Offensive Language,amp this bitch ask me why my jeans sag cuz they tryna hold my bandz up
3,0,1,2,Neutral,amp thots are wearing uggs rt  itsfallbecause negros are pulling out their timbs
3,0,3,0,Offensive Language,ampamp some of you hoes too
3,0,3,0,Offensive Language,ampamp when tha bitches start hating  thats wen a bitch lost me
3,0,3,0,Offensive Language,ampamp hoes round here just opening legs like walmart doors
3,2,1,0,Hate Speech,ampwhen they say him they mean dyke ron wcw
3,1,2,0,Offensive Language,gtmfw some rachet ass hoe drops some scripture or religious stuff on social media
3,0,3,0,Offensive Language,gtlt rt   metal monkey balls
3,0,3,0,Offensive Language,ltltltltltltwhen bitches be doing too much on twitter
3,0,0,3,Neutral,ltltltwhen its yellow outside
3,0,0,3,Neutral,lt nudes are trash
6,0,6,0,Offensive Language,all jokes aside  im goin thru it a niggah heart hurt smh
3,0,2,1,Offensive Language,all the hoes loyal
6,1,5,0,Offensive Language,and you know that i believe it  cause her pussy to mee  and she dont fuck with many niggahs  she dont fuck with any niggahs
6,1,5,0,Offensive Language,annnie say fuck that niggah  he soo weak   he cant tell that you a freak  that you aint lookin for love
6,0,6,0,Offensive Language,august alsina deserved that  my niggah
3,0,3,0,Offensive Language,baby moanin got me zonenn  i want this bitch next too me pussy like ecstasy
6,0,6,0,Offensive Language,babyy moaaaanin  got me zonenn i want this bitch next to me  pussy like ecstasy
3,1,2,0,Offensive Language,beat the pussy up till its red like rosters and after i fuck i get to moovin like the hoovas
3,0,3,0,Offensive Language,being in love stressful ma niggah
6,1,5,0,Offensive Language,bitch caught a body about a week ago  fuck with us and we get to tweekin hoe  run up on that niggah get to
6,1,5,0,Offensive Language,broke tf outta this niggah at   he stopped playen defense and all
3,1,2,0,Offensive Language,cause these hoes aint loyal  and niggahs aint either  when it go down you callin for hittas that you aint
6,2,4,0,Offensive Language,cause these hoes aint loyal  these niggas aint either   when it go down you callin for hitters that you
3,1,2,0,Offensive Language,club solo  deep  fuck a valet cause i parked on the street  lordddd knows  you cant trust these hoes
6,0,6,0,Offensive Language,dont ask me if im in my  feelings  cause i aint no bitch i dont got those tf  im sad  not in no fucking feelings
3,2,1,0,Hate Speech,dont sleep on ma niggah chood
3,1,2,0,Offensive Language,elza m jones was whipppppppen and drifting last night lol we was tu this ma niggah
3,0,3,0,Offensive Language,entertain a flirtin ass niggah if you want too  thats gon be yo niggah friendly ass
6,1,5,0,Offensive Language,from freshman year to senior year  this really my niggah started being brothers  years ago today  its crazy
3,0,3,0,Offensive Language,fuccccck that was ma niggah from cali swag  rip jayare
6,0,6,0,Offensive Language,fuck her right in the pussy
3,0,3,0,Offensive Language,fucking on the first night dont make you a hoe
3,0,3,0,Offensive Language,get some head off twitter now niggahs thats bracken  ima baby momma killa  yo bitch she can get it  you
3,0,3,0,Offensive Language,got niggahs salty at meeeee cause yo dream bitch is ma main slide
3,2,1,0,Hate Speech,happppppy birthdayyyy  lol  niggahs is really  in this bitch
3,0,2,1,Offensive Language,happy birthday to my main niggah right here  we been at it for a minute same dreams of bein rich and we
6,1,5,0,Offensive Language,hate a female that got the mentality of a niggah
6,1,5,0,Offensive Language,have you ever had sex ina cherry red vet witha fat trap niggah keep that pussy sooo wet
6,0,6,0,Offensive Language,hoes on my mind  i fuck hoes all the time  fattrel
3,1,2,0,Offensive Language,i aint trippen cause i like her anyways  she got a niggah and i got a girl but anyways  yea anyways
6,0,5,1,Offensive Language,i aint trippen off you no mo  i done dropped you  knocked owe  i could neva be a foo for a hoe  i put
3,1,2,0,Offensive Language,i dont like when niggahs be like  where yo bitch at   na ill check you on that idc who you is  mine you
3,0,3,0,Offensive Language,i fw these niggahs everyday  neva changed up  always been the same to a niggah  been thru shit with ma niggahs
3,0,3,0,Offensive Language,i guess a niggah just believe in ya thats proof for ya  can name a lot of things any other man wont do for ya
3,0,3,0,Offensive Language,i hate a  guesss who just tried to talk to mee  ass bitch
6,0,5,1,Offensive Language,i just feel like my mouthpiece so cold  ill give lessons to every niggah that ever got turned down  for the low cost of   hmu
3,0,2,1,Offensive Language,i know i know i know  them streets they fuck with me strong  and them bitches gon fuck just because money
3,0,3,0,Offensive Language,i rather jack off then fuck hoes tbh  that shit boring give me a wife
3,0,3,0,Offensive Language,i really dont give a fuck  once you start that  you got hoes  you fuck with bitches  shit im deleting yo
3,0,3,0,Offensive Language,i still dont got the time for a bitch to be actin iffy
3,1,2,0,Offensive Language,i thinkkk shee knows  about  maaaa otheeeeeeeer bitch
6,0,5,1,Offensive Language,i told this niggah maya angelo died this niggah gon ask me  is that the red ninja turtle   wtf
3,0,3,0,Offensive Language,i took the bitch down in the set  yo bitch get around in the set  i dicked the bitch down in the set  yo
6,0,6,0,Offensive Language,i will never date a female with another niggah name on her lol  wtf
6,0,6,0,Offensive Language,i wonder if you females out here ever just sit around and think bout how yall hoes or how unfaithful yall really is
3,1,2,0,Offensive Language,i wouldnt bring my girl around nobody but leo  he the only niggah i know that wouldnt mess with any of the
6,0,5,1,Offensive Language,im hard to kill   im countin cake up with ma finest bitch   take off her makeup and she still look like a finalist
3,0,3,0,Offensive Language,im not gon ever be that niggah that hit  likes on every picture  but i get whoever i want period
3,0,2,1,Offensive Language,im that niggah you can show out in public babbbbbbyyyy  lol
3,0,3,0,Offensive Language,id rather sit at the house all day and jack off then bust a mission to literally only chill with a bitch
3,0,3,0,Offensive Language,idk why niggah give a female head then throw a condom on lmaooo niggah you already ate the whole std
3,0,3,0,Offensive Language,if i ever put ma trust ina bitch  ill always be hurt
3,0,3,0,Offensive Language,if i ever put my trust ina bitch  ill always be hurt
3,2,1,0,Hate Speech,if this ugly ass niggah can be with her  i can too  tf she with chuu baka for anyways this niggah look like a
3,0,3,0,Offensive Language,if yo new niggah cant dress better then me  or even close to looking better then me  dnt try to make me
3,0,2,1,Offensive Language,if you get yo girl took dont be mad at the niggah who did it  be mad at her  cause he dont owe you loyalty  she does
3,0,3,0,Offensive Language,ima kill that pussy straight murder that shit  and ima eat it  eat it  eat it  and lick it till it slaps  aye
3,0,3,0,Offensive Language,ima pull up  eat on that pussy and dip
3,0,3,0,Offensive Language,ima real young niggah witha muhhfuckin attitude  walk up im yo spot you would think a niggah mad at you
3,0,3,0,Offensive Language,ima young rich niggah tryna fuck a niggah bitch  my ex a rat the naybahoods be fuckin on that bitch   i
6,1,5,0,Offensive Language,indiana niggah you can tell from ma muhhfuckin grammar  i swear i got  hoes with me just like im santa
3,1,2,0,Offensive Language,is this jody  the niggah that got ma boo pregnant  the niggah that cant take responsibilities as a
3,0,2,1,Offensive Language,its just me  or do you not want nobody else textinginboxingkikingdmingsnapchattingemailing yo girl or niggah
3,0,3,0,Offensive Language,just was old to me  a lil proton feel me  some bitches thats gon feel me  some niggahs that wont kill me
6,0,6,0,Offensive Language,lemme find out you didnt answer my call cause you otp with that niggah
3,0,3,0,Offensive Language,leo apolonio look this niggah did a drive by on the bike
3,1,2,0,Offensive Language,looked at my ex profile and she struggling with that weak ass niggah  god is good
3,0,3,0,Offensive Language,ma niggah alsina be doin his thang
3,0,3,0,Offensive Language,make a niggah buy a ring for ya finger   jimmies for ya feet  jeans for that back  lingerie for the
6,0,6,0,Offensive Language,mann these hoes get nothin   but some dick and instructions   if she with mee she fucccccckn  i said i
3,0,3,0,Offensive Language,mannnnn wake yall bitch asses up blood
3,0,3,0,Offensive Language,my charger got my fucked up  finna wrap the cord tf around my phone this bitch finna charge today cuhz
3,0,3,0,Offensive Language,my baby mama trippen and that bitch can shoot
6,0,6,0,Offensive Language,nah i aint no hoe niggah  no bitch niggah  rich niggah with the shits niggah getchu chipped niggah
6,2,4,0,Offensive Language,niggah said  my girl off limits thirsty niggahs stay out her inbox  but the bitch look like kunta kintes
6,0,6,0,Offensive Language,niggahs stay thinkin i want they girl  not nevvvvva niggah
6,2,4,0,Offensive Language,no feelins for a hoe that aint ma main thang  ma niggahs on the same thang  all ma niggahs gangbang
3,1,2,0,Offensive Language,o m g you like stop controllin me  im like bitch fuck you thought  she like niggah fuck you mean
3,1,2,0,Offensive Language,ok ma texas bitch keep textin me  callin cryin stressin me  bout where i been but i been with another bitch allegedly
3,0,3,0,Offensive Language,ok my texas bitch keep textin me  callin cryin stressin me  askin me about where i been but i been with another bitch allegedly
3,1,2,0,Offensive Language,on twitter say she ridin for a niggah   thats why i really fuck with her  she down to pull the trigger
3,1,2,0,Offensive Language,rip deshawn   i dont know him but i know a darkskin niggah in the hood named deshawn getting shot tonight
3,0,3,0,Offensive Language,ran a good game with my royal niggah
3,0,3,0,Offensive Language,said i aint neva love no bitcccccch  but these bitches steady lovin on me on me  ayeeee  so what am i
4,0,4,0,Offensive Language,see i gotta get this money ma palms itchin  niggahs gossip like hoes most of them bitches
3,1,2,0,Offensive Language,shawty wanna tell me secrets on how to rap niggah  i tell that bitch its more attractive when you hold it down
3,0,3,0,Offensive Language,she drippen vanillaaaaa  she know im the pussy killaaaa
6,0,6,0,Offensive Language,she herd i was a dope boy  i herd she was a gold digger   all i know is she a real bitch  so i fuck her like a real niggah
3,0,3,0,Offensive Language,she love it when i talk to her crazy  suck a niggah dick  with a whole lotta spit  let it drip  yea catch
3,0,3,0,Offensive Language,she was mad for like  mins got over it and hit him right back up lol she care about that niggah
3,0,3,0,Offensive Language,somebody come look at this niggah right here  kevin hart voice  lol
3,0,3,0,Offensive Language,someone let me know why drake so cold   he my favorite rapper  this niggah hard
3,0,3,0,Offensive Language,south central niggahs really dont be lovin these hoes  these hoes dont be lovin these niggahs   we just be
3,0,3,0,Offensive Language,that fb profile checker thing fake then a mf  i just added some bitch yesterday and it had me on the top  fuck fr
6,2,4,0,Offensive Language,that one niggah that grab the aux cord and start playen weak ass music
3,0,3,0,Offensive Language,the hoes finna be like  owieee trey  august  and chris brown can have my baby at the same time   lmfaooooooo hoes aint loyal
3,1,2,0,Offensive Language,these niggahs bitches call they momma tell her come and getemm  its either that it shoot him or shoot whoever with him
3,0,2,1,Offensive Language,this niggah kevin hart couldnt sit down lmaoooooooooooo my niggah my niggah
3,0,3,0,Offensive Language,"this be me  
cuh went from  its time to settle down  to  where the hoes at"
3,1,2,0,Offensive Language,this niggah yanni like hangin up on niggahs in mid sentence
3,2,1,0,Hate Speech,this niggah pharrell or whatever this niggah name is dont deserve shit for that white ass gay song
3,0,3,0,Offensive Language,up runnin these k fades with ma niggah tyreon  leo kod lmfaoo
6,1,5,0,Offensive Language,waaaaittt niggah holllllup  these niggahs come to town start wifen my old sluts
3,0,3,0,Offensive Language,wake up im blessed  steaight kush no stress  thankin god for ma success  ma bitches say im the best
3,0,3,0,Offensive Language,with my bestf shyanna pen and ma main niggah ronnie a jackson iii  movie bound after we pick up the homies
3,0,3,0,Offensive Language,yall complaining about thirst traps  fr  theirs models that dress just like that  ass out and all stfu  dont make you a hoe wtf
3,0,3,0,Offensive Language,"yall hoes get turned on for no reason  
be like  owieee he got tats  he bang  wifi with no password  my"
3,0,3,0,Offensive Language,yall like sayin money dont buy happiness  but name a niggah sitting in a lambo crying
3,0,2,1,Offensive Language,you deserve x august alsina  im dedicating that to all my old side hoes
6,1,5,0,Offensive Language,you gottttta be a mad a madddd niggah  sayin ma name  i mustve got you madddddd niggah
3,1,2,0,Offensive Language,you messin with broke niggahs you gon be broke niggah
3,0,3,0,Offensive Language,you niggahs actin like hoes  i can sale those
3,0,3,0,Offensive Language,you tall tree ass females be  talkin bout  catching feelings   bitch you need to catch this touchdown
3,0,3,0,Offensive Language,when it comes to pussy i have no fucking friends  hostel iii is really what were watching right now
3,0,0,3,Neutral,good jeter hero for yankees in sendoff  via
3,0,3,0,Offensive Language,cause they aint her rt  i aint eem watchin the awards yet but why hoes hatin on kim k
3,2,1,0,Hate Speech,damn you whitey youll get a kick out of the newest form of white privilege
3,1,0,2,Neutral,eff it lets go after the cripple you have to see wendy davis new attack ad video
6,0,6,0,Offensive Language,every bitch got a fat ass or she  from it rns
3,0,0,3,Neutral,forget to salute trash the other guy for the bad war during cairo ii sympathize w pockistan gays hurting morale thanks king
3,0,0,3,Neutral,scandal sex scene airs on abc right after its the great pumpkin charlie brown making parents angry
6,0,5,1,Offensive Language,views from the  gon be instagram picture titles for a whilebrace yaself my nigs
3,0,3,0,Offensive Language,i drowned in ur pussy so i swam ur but easily the most eloquent message sent on xbox live
3,0,0,3,Neutral,uturns on yellow no aceptar este luz rojo  lights taking too long make me bilingual
3,0,0,3,Neutral,cont also provide colored stickers to place on the nametags so that members can indicate their preferred pronouns
3,0,3,0,Offensive Language,looks over at oomf rt  does pretending to have no bitches really work or nah
3,0,0,3,Neutral,via  charlie angus is sending made in china canadian flag pins back to conservatives
3,0,3,0,Offensive Language,bows down yes bitchmaster bitch
3,1,2,0,Offensive Language,does backflip thissssssss rt  you niggas switch up your opinions like faggots
3,0,3,0,Offensive Language,gigantic rt  what a big faggot rt  chubbs bout to earl
3,0,3,0,Offensive Language,nicolas cage unrolls dusty secret scroll it says here james madison was a whiny little bitch
3,0,0,3,Neutral,searches my yellow pages app for the nearest jack in the box
3,1,2,0,Offensive Language,sings i killed that pussy she died with her eyes open
3,0,3,0,Offensive Language,teachers call you a pussy for not doing senior skip day
3,0,1,2,Neutral,after bo rt   bruh lol i retired after mw because everything was trash afterwards
3,0,3,0,Offensive Language,bitch breathes me could you not
3,0,1,2,Neutral,chops rt  does bird call flaps hands
3,2,1,0,Hate Speech,"goes to olive garden
turns into a cracker
 goes black friday shopping

turns into a nigger"
3,0,3,0,Offensive Language,karate rt  karrenchi still a bird ass bitch
3,0,3,0,Offensive Language,live  lol whats wrong with these bitches man
3,1,2,0,Offensive Language,loud jamaican horns  rt  then why u still single rt  yall find the ugliest hoes attractive
3,0,3,0,Offensive Language,makes a wise argument about the accelerated warholian notion of celebrity in the era of vine passing teens mock my old wrinkled balls
3,0,3,0,Offensive Language,pops that pussy for singles
6,0,6,0,Offensive Language,pregnant crazy bitch wus the answer we were looking for
3,0,3,0,Offensive Language,puts peoplebitch face on
3,0,0,3,Neutral,rubs hands like bird man
3,1,2,0,Offensive Language,scrolling through fb some hoe says need a man  cuddle in the cold with bitch nobody wanna touch your ratchet ass
3,0,0,3,Neutral,"squak squak squak squak
me bird shut up
squak
alex that was an act of defiance"
3,0,0,3,Neutral,waits for fanduel to hit me with the jig
3,0,3,0,Offensive Language,rt   joe budden makes people delete their twitter accounts lmfao hes pussy tho he blocked me
3,0,2,1,Offensive Language,otakon badge now with what im going to lovingly refer to as my cripple ribbon
3,2,1,0,Hate Speech,me gusta typing like a retard to make the other person look dumber by pretending to agree with them bazinga
3,0,2,1,Offensive Language,why not animal crackers i want animal crackers shaped like master chiefs and trolls and guns and shit thatd rule
3,2,1,0,Hate Speech,gtrt   ankle socks in general are for the faggots bro
3,0,3,0,Offensive Language,rt   how many hoes do you really have
3,1,0,2,Neutral,"can i help you
maybe you gotta card for sorry that tranny died in your motel room now your wife knows heres an applebees gift card"
3,0,3,0,Offensive Language,requires soundcloud links and tumblr bitches he might let you play his party then
3,0,3,0,Offensive Language,i just feel bad for the women that continually flock to such darkness thugs talk the big talk to simple minded hoes and to their own
